commit,classifier
FIX LTerms are strictly using BigInts,0
FIX handle BigInts and Integers,0
fix ,0
first steps: integrate java dot notation based on JScheme approach.,0
First scenario and locked designs ,0
first running ai server version. Still buggy ,0
First run through of firing phase retro-fitted weapons ignoring shields from VehicleSelectFiringWeaponsDialog to CenturionCombatEngine.makeFireAttempt Fixed equivalence test in VehicleDamageSummary ,0
first draft of website,0
First draft of stand alone expectations and constraints ,0
First checkin ,0
First attempt to provide code-snippets via QDox ,0
finished the show capacity for all items - thing had to add Comparable Interface to ItemType feature request: added BACK button in showPotions,0
finished multiple viewers menu ,0
Finally made the EagerOrderedSection work!! ,0
final stuff for the 2.3 release ,0
final release preparations ,0
final localization ,0
fighting with a stupid firewall that wouldn t allow file timestamps to be updated ,0
Featureenhancement: The amount of Silberbeutel and Silberkassette will be multiplied with the amount of persons in the unit carrying them. E.g. an unit with 50 persons will be shown as carrying 50 silver cassets instead of 1. ,0
faq ,0
FactionStatsDialog doesn t crash any longer if jfreechart.jar is not available in classpath. ,0
Extensive work on CombatPhase ,0
Extending Serializable is not required right now,0
Extended GameData interface with a Map tempUnits and a method tempUnits(). Map tempUnits collects the temp units of a game data  similar as units holds the units. ,1
Exceptions related to Resources ,0
exception handler ,0
Exception for modification problems ,0
english: L instead of l. both languages: no \ in the orders. ,0
download fixes ,0
documentation: work in progress,0
documentation: update api tutorial and include functional java examples ,0
documentation: added Javadocs,0
Documentation and cleaning ,0
documentation,0
dl fixes ,0
direct browse ,0
different icons for region-resources possible,0
Described changes ,0
defined Cons.equals (),1
Debugging work ,0
Debugging wierd behaviour ,0
Debugging Point Defence phase ,0
debugging opportunity fire ,0
Debugging of maps and themes ,0
Debugging movement phase ,0
Debugging Leviathan movement phase ,0
Debugging grounding crash ,0
Debugging ,0
debug ,0
debian stuff ,0
Creating new version 1.1.7 (Bugfix of vulnerable faction stats) ,0
Creating new version 1.1.6 ,0
cosmetics,0
Cosmetic Changes to CapitalShipSprite ,0
Cosmetic changes ,0
Correctures ,0
Corrected some problems with Hexagon and the intervening function Added some Leviathan Scenario code ,0
Corrected small error in HowToRelease ,0
Corrected misspelling of FileSystemClassIterator ,0
correct wrongly displayed ship loading,0
correct sending informations to multiple recipients ,0
correct recruitment costs for orcs and again more icons added language support for production section in faction stats,0
Completed refactoring to use Command processor ,0
Completed player setup screen and registration of players Moving on to force selection screen ,0
Completed painting allocation ,0
compiles again ,0
compile fixes bom fix ,0
compile fixes ,0
compile fix ,0
commit test mit subversion,0
code cleanup ,0
Co-update ,0
cmdl search ,0
cleanup: we are alread rel 1.1 ,0
cleanup: remove obsolete arity code new feature: added function call statistics to the repl,1
cleanup: remove obsolete arity code,0
cleanup: corrected output of Java defined functions,0
cleanup: added comment with optional code to preserve stack depth,0
cleanup import statement,0
cleanup ASM warnings,0
cleanup and performance ,0
cleanup,0
Cleaning up the version management a little ,0
Cleaning up Dialog owners ,0
cleaned up the lterms,0
cleaned up compilation exceptions,0
Cleaned up and renamed the tasks ,0
cleaned up a bit,0
cleaned makefile ,0
clean up testcases,0
clean up for 1.1 release,0
Clean up BaseFunction ,0
clean up ,0
clean up,0
Clean Up,0
class stubs for map analysis ,1
class loader ,0
chausler ,0
chat user ,0
chat beep ,0
chat ,0
Changes to some sprite painting ,0
Changes to InternalFrameManager ,0
Changes to FiringAttemptOrder and FiringAttemptPacket to help determine what weapons the FiringAttemptPacket is using ,0
changes ,0
ChangeLog upload difficult...encoding error,0
changed title ,0
Changed the name of the annotate method to the more appropriate name monitor ,0
Changed src path for generated sources ,0
Changed order on hub calls ,0
changed order of tabs. ,0
Changed new Multiplicity to the equivalent from().to() construction ,1
changed my mind ,0
Changed member variable m in RMockTestCase to expect ,1
changed mail information to eressea-commit@lists.sourceforge.net ,0
changed mail header for target magellan ,0
changed identifier ,0
changed header ,0
changed equals method and calls to e.printStackTrace to log.error(e) ,1
changed AutoDownload stuff ,0
change: Removed InvocationEventSource structure and the old invoke method on InvocationListener ,1
change: removed docbook generation and added clean ,0
CapitalShipPowerAllocation class added ,0
Can now load and dump all core vehicle designs ,0
build: generate complete source distribution with src doc test lib and all other stuff,0
bugzilla bug 801: => newer regiontype overwrites elder regiontype ,0
Bugfixes BEFORE & AFTER ,0
Bugfix: Merging of UnitContainer was broken. RegionTypes could be overwritten with RegionType unknown when only seen from astral space. ,0
Bugfix in reportmerging: When determining a translation for coordinate systems  regions with region type unknown (most likely schemes) are ignored now. ,0
Bugfix in algorithm for translation of coordinate systems in astral space when merging reports. ,0
bugfix ,0
bug in parser that prevented correct reading of ItemCategory rules. ,0
bug fixes ,0
bug fix: fix toString(),0
bug fix ,0
Brought Leviathan up to the point where scenarios load and the map board draws ,0
broke resumes  will fix tomorrow ,0
break ,0
bitzi and seach result action provider ,0
big stm-patch ExpandSelection captain orders,0
Basic work on SelectFiringWeaponsDialog ,0
Basic Game Logging added ,1
Basic documetation added for mocking interfaces ,0
Applying damage to vehicles from weapons ,0
Apply Inline works inline rcursion is still open,0
apexo: added enforcing ISO encoding for writing and   reading orders  and for feeding ECheck fiete: added preferences for TextEncoding stm: added support for new origin in messages stm: CoordinateID parser updated CRParser updated,0
and  or  xor are now available from expressions. Not is available from the constraint-factory ,1
Amended Vehicle Design Refactored VehicleInternalStructure Added loading Vehicles  Infantry and Crews to CenturionUnit ,1
after moving the textures to a separate directory  the blender file needed an update ,0
adjusted the Regions.getPath to like coastnear paths added in Region.java support for coast-near-detection,0
Adding Visual C++ project files ,0
Adding SkillChartPanel to Magellan core ,0
adding off-board assets to unit at game start time ,0
adding lisp files to executable jar,0
Adding Infantry Squad movement evaluations ,0
Adding destroyed vehicles that still contain elements to the eligible to move list ,0
Adding damage to Movement phase from crashing and grounding ,0
Adding a motivation section to the front page,0
Added Winter scheme Started adding text colour to scheme to allow better visibility of hex numbers ,0
added vinyambar II rules file update of ChangeLog,0
Added velocity.log till ignores ,0
Added VehicleSystem enum ,1
Added vehicle images for Viper  Spartius  Romulus  Deliverer and Trajan ,0
added updateUI for Tree in EMapOverview when orderconfirm to prevent JTree Bug,0
added throttle ,0
Added theme to board file ,0
Added the Visitable interface  and started implementing the changes in the sections. The tests fails from this checkin ,1
Added the output of <null> if the reference was null ,0
Added the ability to get the source for one method. Also renamed a few classes to be more appropriate. ,0
Added text labels to VehicleStructurePanel ,1
Added test to some more methods. 98.4% TC!!! ,0
added test cases ,0
Added task to install parent ,0
added support for writeTimeStampTag in OrderWriter,1
Added support for translated ObjectTypes ,0
Added support for selecting constructor when mocking objects. Moved testdata classes to com.agical.rmock.testdata ,0
added some stuff ,0
added some more test code ,0
added some more operations to compiler,0
Added some info on SCM in maven for sourceforge ,0
added some files ,0
Added some extra protective code around the end of the Power Allocation Phase. Updated scenarios to give Renegade ships some names ,1
added some entrys to the FAQ ,0
Added some documentation stuff ,0
Added simples ervices and a Naming service ,0
Added simple services ,1
Added shading of verbatrim environments ,0
Added selceted unit highlighting for movement phase ,0
Added Rolled Images for Repulse ,0
added rights for ukuester ,0
Added release notes updated server and client number ,0
Added release notes file ,0
Added proxied connections to the HUB and the possibility to disconnect from the HUB ,0
Added proper display for current off board requests when selecting new requests ,0
added prio queue ,0
added prefs ,0
added preferences ,0
Added PowerAllocationDialogTest Debugged CapitalShip constructor ,0
added patch from sf bugfix #854732 ,0
Added param to selectedLocation to allow differentiation between right and left click behaviour ,1
added osx stuff ,0
added options for openfilewithaction ,0
Added numbering of sections Fixed indentation ,0
Added note ,0
added news entries ,0
added newline ,0
Added new nicer rMock logo ,0
added necessary newline at end of file ,0
added more placement code ,0
added more convenience methods,0
Added monitoring support to RMockTestCase. Refactored the ProxyFactory test cases. Created a ConstructorFinder to use when mapping an object array to a constructor. ,0
Added mocking of concrete object with constructor parameters for unique constructor signature. Restructured the testing of ProxyFactories to enable testing multiple proxyfactory frameworks  and simplifying the testing of different mock factory methods. ,1
added missing file ,0
added media type ,0
Added maven2 support to generate pdf  html and html chunked for documentation. ,0
Added maven.sourceforge.username ,0
Added map scrolling to capital ship movement ,0
added mail sending to eressea-magellan@eressea.upb.de ,0
added loginfo for mailing list eressea-Developers@lists.sourceforge.net ,0
added little quicksort example,0
added links ,0
added limit controls to transfer tab ,0
added libs ,0
added library path for jfreechart.jar ,1
Added Liberator Images ,0
Added Leviathan Ship Designs ,0
added jMonkeyEngine to the classpath,0
Added jdk information ,0
Added javadoc for throws ,0
Added Internal Templates for Patrol class ships Added text templates Gunboat to Cruiser Work on Leviathan Movement Phase ,0
Added intercept methods without id parameters ,1
Added information about how to distribute files at sourceforge.net ,0
Added images for Lupis APC Implementation for Painting Decleration ,0
added icons for races (eressea specific) added support for raceicons in EMapDetailspanel and Factionstats,0
added icons for age groups and prefix,0
added icons ,0
added hunger.gif reworked plaf.ini,0
added html faq ,0
Added Horatius images ,0
Added home-made Service to use instead of sun.misc.Service ,1
added Henning s lat updates to detect @ ORDER illegal blanks ,0
Added Groovy Jar file ,0
Added GameElement base class and GameElementFactory singleton to take care of unique game element IDs ,1
added function CRWriter.setUnits ,0
Added first set of matchers for review ,0
Added FiringWeaponPanel and SelectFiringWeaponsPanel ,0
Added firing notification that shows fire declared in the same hex ,0
added files ,0
added file ,0
Added factories for ResourceManager  TargetProvider and SourceProvider ,1
added external module 3 + specialized loader,1
Added ExtendedAssertionFailedError  renamed SetEntry. ,1
Added effective range to CapitalShipWeapon Working on getting eligible target coordinates ,1
Added dummy to avoid pruning ,0
Added Design Place holders into the Plains theme ,0
Added Design ,0
added delete action ,0
added debian stuff ,0
added daemon panel ,0
added context menu ,0
added command line ,0
Added class stubs for centurion game classes Started work on mapping for centurion Added property files for server and centurion client ,1
Added changes ,0
added block MAGELLAN to rules file  store GameSpecificStuff class name in this block ,0
added better output to appendSpellinfo changed region.items to getting all items from faction with alliance state give activated added replacer for Region Coordinates X and Y fixed order of luxury goods in trade organizer (for khadar) reworked short eressea date for better english added another feature for showing capacity for all items in region fixed missing translation of settrustlevel.text,0
Added basic shell of ServerManager ,0
added bandwidth tracking ,0
added Auto-FileName Generation for orderWriterDialog - new Class FileNameGenerator - new Class FileNameGeneratorFeed - new entry in preferences (Optionen) for editing the pattern,1
Added assertThat method and modification of multiplicity ,0
added all releases link ,0
added acl list ,0
Added a temporary  somewhat more elaborate  answer to what expectations wasn t satisfied ,0
added a service to get call sequences for rendering in documentation ,0
Added a sequence service to demonstrate that we can document call-sequences ,0
Added a section on the importance of startVerification() ,0
add: UmlGraphSequenceDiagramSubscriber and the structure to make it work ,1
add: Two launch configurations ,0
ADD: the possiblility to add TDDoc comments on class level. Implemented usage of TDDoc comments on the test class level. ,0
ADD: Strategy testcase as a base for RMockTestCase ,0
Add: reflection exceptions ,0
ADD: Refactored the RMockTestCase to utilize strategies. RMockTestCase also got a verify-method that is invoked post-test pre teardown outside the finally-block. StartVerification is guaranteed to have been called in the verify method. ,1
add: Clean ,0
add: Added the possibility to expect that an exception should be thrown as a result of a test. ,1
add: Added method to create monitor without parameter types to ProxyFactory instead of having RMockTestCase having to look up the best mathcing constructor. ,1
add: Added escape handling for test case comments ,0
add: Added changes for rc3 ,0
add: Added basic templates for generatong documentation for rDoc ,0
add: Added ability to setup threaded methods to be called before and/or during the test method. ,1
add: Added a SequenceDiagramPublisher structure to create SequenceDiagram composites from invocation events. ,1
Add: Added a main and a defaults section. Testcases starts adding expectations to the main section. The defaults section can optionally be overridden in the setup method (or whenever) in order to be able to specify stub methods (like 0..* methgods that are matched if no other expectations mathes in the main section). ,1
Add: a code service ,0
add version info to comments of Version.java,0
add url for cvsweb access ,0
add support for comments in selection files ,0
add reference to cloudbees CI ,0
add maven pom file,0
add fallback for CVSROOT ,0
Add convenient reflection utilities ,0
add CGLIB license file,0
adapted layout of vorbis viewer ,0
activated preference listeners ,0
actions ,0
Abandoned MDI for the main client GUI. Implemented rough SDI. Cleanup required from here but this should enable all sorts of nice things from Swing which have been proving very difficult using InternalFrames ,1
2003-12-03  Ilja Pavkovic  <pavkovic@users.sourceforge.net> * src/java/com/eressea/util/FileHistory.java: Prevent NPE if GameData is not loadable. * src/java/com/eressea/demo/Client.java: add support for zip files with multiple loadable entries. * src/java/com/eressea/demo/actions/OpenCRAction.java: Prevent NPE if GameData is not loadable. ,0
2.4-pre1 ,0
2.4-beta5 ,0
2.4-beta4 ,0
2.4-beta1 release preparations ,0
2.3-pre3 ,0
2.1-pre1 fixes ,0
2.0-pre2 ,0
1.0-pre6 ,0
* Some menuItems only enabled when regions.size > 0 * fixed bug that heroes and age were not in CRWriter,0
* Rewrote abstract * Other minor fixes ,0
* Minor formatting improvements * Removed comments in pom ,0
* ChangeLog: New Renderer SchemeCellRenderer. When activating an astral space region and then changing back to level 0 (normal world)  all regions that are schemes of the activated astral space region are marked as long as no new region is activated * Added picture for region type  Dichter Nebel (dense nebula) ,1
* Added documentation ,0
*  New Feature: Displaying of multiple units in EMapDetailsPanel. Up to now only selections of multiple regions or factions were supported. ,0
- ZipFileType.java: prevent ZipFileException (create new ZipEntry instead of reuse). ,1
- UnitContextMenu.java: added ShipRoutePlanner to shipowner context menu (bugzilla bug 793). - Regions.java: use of isOcean instead of regiontype comparation to reactivate ShipRoutePlanner (bugzilla bug 792). ,1
- TreeHelper.java: added ship sorting by name and id. - CRWriter.java: respect sort index of factions.  - TaskTablePanel.java: added call to u.getRegion().refreshUnitRelations before adding unit problems. ,0
- Ship.java: getMaxCapacity evaluates the capacity if not given from cr information (bugzilla bug 796). - GameData.java: postProcess sets locale to order locale if it is null (bugzilla  bug 780). ,0
- removed AgingProperties - TempUnitDialog.java: set name from parent unit an mark it (bug 765). ,1
- OrderWriter.java: #tag EINHEIT tag  value  instead of #tag Einheit tag value.replace(     ~ ) ,0
- multiple source manipulation for a) remove dependencies to Coordinate b) remove dependencies to Eressea - Region.toString() changed its default behaviour and prints coordinates with      now ,1
- MagellanDesktop.java: Prevent NPE on unconnected frame in FrameRectangle. bug #820 - JECheck.java: support english echeck locale. bug #822 - EventDispatcher.java: added Exceptionhandling while notifying listeners to prevent Queue to be killed. ,0
- GameData.java: Remove merging bug for temp units (temp orders have been duplicated). ,0
- EresseaMovementEvaluator.java: respect presence of GOTS (german: GDTS). ,0
- com/eressea/*: changed equals to get rid of instanceof usage ,0
 release preparations ,0
 Merged fb-q branch back to main trunk. ,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
#NAME?,0
